401713	0
404913	1
405713	1
406513	0
407413	0
450029	0
450041	1
450051	0
450099	0
450219	0
450225	1
450261	0
450289	0
450343	0
450369	0
450433	1
450453	0
450493	0
450541	0
450581	0
450669	0
450781	0
450845	0
450931	0
450979	1
451005	0
451013	0
451073	0
451105	0
451117	1
451131	0
451145	0
451199	0
451213	0
451231	0
451295	1
451309	1
451313	0
451337	0
451377	0
451483	0
451491	1
451567	0
451647	0
451709	1
451753	1
451775	0
451869	0
451943	1
451945	1
452043	1
452051	0
452057	0
452063	1
452151	0
452175	0
452183	0
452235	1
452335	1
452343	1
452445	1
452495	0
452513	0
452523	1
452559	1
452583	0
452591	0
452623	0
452759	1
452825	0
452829	0
452921	1
452929	0
452947	0
453029	0
453063	1
453103	1
453147	1
453187	0
453217	0
453233	0
453263	1
453299	1
453367	1
453383	0
453423	1
453503	1
453513	0
453527	0
453555	1
453585	1
453603	0
453611	0
453637	0
453663	0
453743	1
453793	1
453843	0
453847	0
453859	1
453861	0
453883	0
453891	0
453897	1
453901	1
453905	0
453983	1
454019	1
454029	1
454051	0
454055	1
454121	1
454167	0
454245	1
454251	0
454253	0
454257	1
454285	0
454315	1
454317	1
454325	0
454369	0
454415	0
454419	1
454463	1
454485	0
454513	1
454535	0
454585	1
454633	1
454719	0
454779	0
454791	1
454795	0
454843	1
454879	1
454931	0
455011	0
455063	0
455071	1
455085	1
455095	1
455103	1
455119	0
455127	0
455195	1
455199	0
455231	0
455263	1
455273	0
455301	1
455339	1
455371	1
455393	0
455451	0
455469	0
455569	0
455637	0
455669	0
455675	0
455691	0
455707	0
455735	0
455743	1
455757	1
455781	1
455797	0
455827	0
455855	0
455857	0
455881	1
455915	0
455917	0
455955	0
455991	0
456013	0
456037	0
456081	0
456135	1
456151	0
456207	0
456253	0
456331	0
456401	0
456523	0
456605	1
456647	0
456663	1
456671	1
456677	0
456681	0
456701	0
456741	1
456777	1
456779	0
456819	0
456841	0
456849	0
456863	0
456879	1
456897	0
456905	0
456911	0
456945	0
456947	1
456949	0
457011	0
457069	0
457079	0
457083	0
457137	0
457145	0
457165	0
457173	1
457187	1
457207	0
457235	0
457245	1
457253	1
457305	0
457335	1
457341	0
457353	0
457395	0
457407	1
457445	1
457615	0
457631	1
457639	0
457671	1
457699	0
457711	0
457715	1
457723	0
457727	1
457755	1
457775	0
457837	0
457891	0
457903	1
457969	0
458013	0
458053	0
458063	0
458077	1
458083	0
458115	0
458183	1
458225	0
458295	0
458327	0
458333	1
458359	0
458363	0
458371	0
458403	0
458499	0
458557	0
458567	1
458595	1
458705	0
458729	0
458765	1
458773	0
458785	1
458815	0
458833	0
458887	0
458891	0
458909	0
458937	0
458943	0
458951	1
458987	1
459029	0
459035	0
459045	0
459113	0
459137	0
459147	0
459157	0
459199	0
459203	1
459223	0
459241	0
459285	0
459297	1
459309	1
459335	1
459385	0
459413	0
459429	1
459467	0
459503	1
459541	1
459551	1
459553	1
459557	0
459569	1
459599	0
459671	0
459725	0
459775	0
459805	0
459839	0
459845	0
459871	1
459921	0
459929	1
460163	1
460293	0
460341	0
460403	0
460415	0
460533	0
460543	0
460545	1
460627	0
460693	1
460695	1
460751	1
460769	0
460805	0
460807	1
460839	0
460847	0
460851	1
460877	0
460901	0
460915	1
460961	0
460989	0
461621	0
461625	0
461661	1
461753	0
461761	1
461777	0
461779	1
461871	0
461913	1
461921	0
461977	0
462013	1
462023	1
462101	1
462113	1
462115	1
462125	0
462137	1
462147	1
462185	0
462207	1
462261	0
462307	0
462439	1
462473	0
462505	1
462507	1
462547	0
462687	1
462727	0
462755	0
462773	0
462777	0
462799	0
462831	0
462861	1
462879	1
462923	1
463013	0
463051	0
463065	0
463083	1
463239	1
463329	0
463373	0
463447	1
463489	1
463491	0
463505	1
463551	0
463581	1
463603	1
463685	1
463701	0
463717	0
463723	0
463813	0
463843	0
463889	0
463933	1
463979	1
464015	1
464053	1
464091	0
464201	1
464221	1
464243	1
464263	1
464575	0
464599	1
464665	0
464677	0
464703	0
464709	0
464725	1
464905	0
464953	1
464957	0
465035	0
465153	1
465181	0
465237	0
500005	1
500019	1
500041	0
500087	1
500181	0
500225	0
500233	0
500255	1
500265	0
500315	1
500331	0
500419	0
500617	0
500625	0
500659	1
500735	1
500843	1
500891	0
500897	0
500905	1
500933	0
500943	1
500951	0
500977	1
500981	0
501017	1
501021	0
501081	0
501083	0
501121	1
501151	1
501157	1
501185	1
501239	1
501293	1
501353	0
501391	1
501435	1
501445	1
501479	1
501505	0
501551	0
501571	0
501589	1
501617	1
501631	1
501671	0
501677	0
501689	0
501733	0
501873	0
501877	1
501881	0
501901	0
501941	0
501961	0
501965	0
