"contact_id","probs","amount","score"
791090,0.705687499656879,38.4762683890204,27.1522216355748
1294801,0.795243181515574,35.1232836956915,27.9315518714359
863062,0.375432251255947,104.130096931681,39.0937967145612
665419,0.866357294370224,33.4619508877574,28.9900052354668
961055,0.0646162180968641,76.6440775707613,4.95245043214528
1765553,0.484534533664456,37.0968567376849,17.9747081798113
2722716,0.737015586711806,42.184483298189,31.0906217081492
1133707,0.944214265277707,27.437781239597,25.9071444539965
1514794,0.900729007222004,58.4094798564496,52.6111128034535
900610,0.160651708919241,21.8927905621902,3.5171142168269
891886,0.864160494078884,34.8282607661311,30.0972070315681
850265,0.888477303546829,33.5624607147592,29.8194845962456
851300,0.634630612400389,28.3046446932559,17.9629939954564
807255,0.946650889322914,32.5410329309161,30.8049977635379
799142,0.0606289294156403,38.3741669752276,2.32658466092507
457406,0.0270964418201633,443.197544802417,12.0090764875779
745194,0.0376166122144653,55.9267963300169,2.10377660994363
738692,0.0347666338334494,64.0527444165181,2.22689831115661
733751,0.89821989233929,57.5726142585408,51.712867380998
683964,0.9583515527895,31.8456239426496,30.5193031549888
682927,0.724737152367643,35.8459648236697,25.9789024701771
669796,0.264720973178376,51.2665049086396,13.5713190708691
666831,0.0645225959126292,73.0231589279112,4.71164377576932
667621,0.212675774783064,35.21666066114,7.48973059138021
630578,0.858974127729865,87.4502746159419,75.1175233579659
588857,0.92483694442929,28.3261185349877,26.1970409134399
572886,0.933166616276377,32.7923812833063,30.6007554817877
566260,0.874748058722022,44.8985357327198,39.274906971658
566567,0.846416978735496,50.4222554801243,42.6782531445161
561280,0.850541911747213,27.569804173137,23.4492739479163
779051,0.111039662077562,46.3832513894262,5.15038056034049
738092,0.0222065886171832,285.478097611641,6.33949467287778
502648,0.791598187068525,24.855545160189,19.6756044874055
464243,0.885810133027467,83.4374509507549,73.909739526161
501631,0.38086427333,56.4250067857917,21.4902692071109
502081,0.842027299412889,71.780260662345,60.4409390366676
796868,0.933785361509818,63.0673277971054,58.8913474864783
458225,0.332141367740688,41.9252057971823,13.925095196286
460545,0.981098664684447,78.4552482208879,76.972339267
461913,0.536896404786195,37.4135057978011,20.0871767532869
861239,0.818617240115677,100.361192954662,82.1574027912625
685810,0.944214265277707,48.5021051892168,45.7963796156584
728338,0.948950264923212,73.0623004768865,69.3324893934407
646734,0.190892067681384,128.809334477988,24.5886801951661
639967,0.111324275141911,32.6629118000048,3.63617498015969
621147,0.430957921385203,139.888495202601,60.2860551182168
603207,0.632723122203041,68.0600232861951,43.063150430853
570270,0.890847245456295,16.6179406319014,14.8040466370856
726293,0.876940108368601,128.653629838139,112.821528092272
544257,0.838881539488015,92.8470850868338,77.8877056746179
460298,0.191950517699336,35.2530765788467,6.76684629980396
453861,0.112825519456202,46.8569019734604,5.28665430526403
677649,0.625422117526073,45.559012436658,28.4936140305313
658049,0.854891702767387,30.0656314905832,25.7028588997615
670916,0.949564017530035,41.3679543664382,39.2815209451942
654936,0.879407842882286,13.9419551586952,12.2606647116697
649795,0.433140242891214,32.3631682456581,14.0177905546536
652144,0.516729053136509,123.878813113627,64.0117818038792
652122,0.663493692302644,34.3065247466883,22.7621627742523
